H 12.0 0.8769877808534523
He 10.980822597263808 0.08391046728300937
C 9.479234515152807 0.002643796708144817
N 8.505772070202609 0.00028103836652507917
O 10.44211804447691 0.024272336639070503
F 6.476402641636995 2.626613572013701e-06
Ne 8.08281213580114 0.00010612206156380596
Na 8.309486959410226 0.00017884652317151414
Mg 9.579958844697462 0.003333898602674567
Al 8.479482757256205 0.00026453083305333716
Si 9.550575067012254 0.003115793086611745
P 7.567608406311033 3.240424810076215e-05
S 9.262382296053444 0.0016046334396050486
Cl 7.270726179968853 1.635760521034665e-05
Ar 6.550575067012253 3.115793086611745e-06
K 7.1269164172180455 1.1746539936526278e-05
Ca 8.336616277254807 0.0001903749575919776
Ti 6.930786308723858 7.477903407868188e-06
Cr 7.680908835507259 4.206320666925856e-05
Mn 7.530578438595999 2.9755823977142165e-05
Fe 9.504817576451577 0.0028042137779505706
Co 6.902757585123615 7.010534444876426e-06
Ni 8.243421986289484 0.00015360859916995902
