H 12.0 0.7747319052526219
He 10.949699871313797 0.06900035305458846
C 10.104074610019612 0.009845234198708008
N 9.034039540971012 0.0008378976696298004
O 11.09932645341133 0.09738182180365963
F 7.140796267771585 1.0713902981666931e-05
Ne 8.051689409851129 8.726515239256776e-05
Na 8.973880585544817 0.0007295113062250082
Mg 10.244352470832053 0.013598904140431337
Al 9.143876383390797 0.0010790158518902996
Si 10.214968693146844 0.012709256206010596
P 8.232002032445624 0.0001321762645425102
S 9.926775922188035 0.006545266946095456
Cl 7.935126345396798 6.672334140378704e-05
Ar 6.51945234106224 2.5621454626887627e-06
K 7.791310043352636 4.7913895896659945e-05
Ca 9.001009903389399 0.0007765355541872474
Ti 7.595179934858449 3.050221489442543e-05
Cr 8.34530246164185 0.00017157495878114304
Mn 8.194972064730589 0.00012137339676740119
Fe 10.169211202586169 0.011438330585409535
Co 7.567151211258206 2.8595826463523838e-05
Ni 8.907815612424073 0.0006265663309563223
