H 12.0 0.9095039420187044
He 10.988882519473409 0.0886517075725768
C 8.58998345009089 0.0003538246093411374
N 8.058077069148634 0.00010396368265257555
O 9.05165799645679 0.0010243835180169445
F 4.781171185727932 5.495102167917812e-08
Ne 8.090872058010738 0.00011211833604767066
Na 6.614255503501163 3.741623540195521e-06
Mg 7.8847273887883995 6.974803463430674e-05
Al 6.784251301347143 5.534213215376302e-06
Si 7.855343611103191 6.518507909748294e-05
P 5.8723769504019705 6.779248226138226e-07
S 7.567150840144381 3.3570315735203714e-05
Cl 5.575089103632767 3.4189573986629804e-07
Ar 6.558634989221852 3.2918464944228887e-06
K 5.431684961308983 2.457477481975107e-07
Ca 6.641384821345745 3.9828083328562075e-06
Ti 5.235554852814796 1.5644418983395907e-07
Cr 5.985677379598196 8.799985678160197e-07
Mn 5.835346982686937 6.225175053809621e-07
Fe 7.809586120542515 5.866657118773465e-05
Co 5.2075261292145525 1.4666642796933663e-07
Ni 6.54819053038042 3.213624399505909e-06
