H 12.0 0.9063968621086168
He 10.988143586851349 0.08819865862938374
C 8.8005653820587 0.0005726427615422488
N 8.125050586499093 0.00012088404388615536
O 9.554008760296469 0.003245840341471071
F 5.5207949426001175 3.0068608877583657e-07
Ne 8.09013312538868 0.00011154536238422062
Na 7.353879260373349 2.0473762153894445e-05
Mg 8.624351145660585 0.00038165375443670834
Al 7.5238750582193274 3.028262032866966e-05
Si 8.594967367975375 0.0003566857518100078
P 6.612000707274156 3.7095318188240807e-06
S 8.306774597016567 0.000183693162182154
Cl 6.315051462361851 1.8722759372281681e-06
Ar 6.557896056599793 3.275023721164617e-06
K 6.171308718181168 1.3447052843237293e-06
Ca 7.381008578217929 2.1793499435591475e-05
Ti 5.9751786096869814 8.560458043440187e-07
Cr 6.725301136470381 4.815257649435105e-06
Mn 6.574970739559121 3.406348929785574e-06
Fe 8.5492098774147 0.000321017176629007
Co 5.947149886086738 8.025429415725175e-07
Ni 7.287814287252605 1.7584607564233383e-05
