T50,elemental_ratio, C/H
656.3709468942349,0.11830000000000004,0.11830000000000004
656.2290295656617,0.0003,0.0003
656.2315347770628,0.00039999999999999996,0.00039999999999999996
656.2363388765455,0.0005,0.0005
656.2434199230427,0.0006,0.0006
656.2526166995135,0.0006999999999999999,0.0006999999999999999
656.2636763027565,0.0008,0.0008
656.2763043622867,0.0009000000000000001,0.0009000000000000001
656.2902160331339,0.001,0.001
656.3051612003726,0.0010999999999999994,0.0010999999999999994
656.3209335773367,0.0011999999999999997,0.0011999999999999997
656.3373679953509,0.0013000000000000002,0.0013000000000000002
656.3543353334161,0.0014,0.0014
656.3708758733582,0.0014999999999999994,0.0014999999999999994
656.3709468942349,0.0015999999999999999,0.0015999999999999999
656.3709468942349,0.0017,0.0017
656.3709468942349,0.0017999999999999995,0.0017999999999999995
656.3709468942349,0.0018999999999999993,0.0018999999999999993
656.3709468942349,0.002,0.002
